prefecture,municipality,districtName,tradePrice,floorPlan,area,buildingYear,structure,cityPlanning,period,renovation
東京都,台東区,松が谷,24000000,１Ｋ,20,平成20年,ＲＣ,商業地域,2020年第１四半期,
東京都,台東区,松が谷,13000000,１Ｋ,20,平成2年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,松が谷,16000000,１Ｋ,25,昭和52年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,松が谷,18000000,１ＤＫ,25,平成4年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,松が谷,14000000,１Ｒ,15,平成4年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,松が谷,52000000,２ＬＤＫ,60,平成25年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,松が谷,28000000,２ＤＫ,45,昭和53年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,松が谷,29000000,１ＬＤＫ,35,平成19年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,三筋,36000000,１ＬＤＫ,30,平成14年,,商業地域,2020年第１四半期,未改装
東京都,台東区,三筋,54000000,１ＬＤＫ,70,平成15年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,三筋,25000000,１Ｋ,25,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,三ノ輪,31000000,１ＬＤＫ,30,平成24年,ＲＣ,商業地域,2020年第１四半期,
東京都,台東区,元浅草,25000000,１Ｋ,25,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,元浅草,29000000,,35,平成6年,ＲＣ,商業地域,2020年第１四半期,
東京都,台東区,元浅草,26000000,１Ｋ,25,平成21年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,元浅草,31000000,１ＬＤＫ,45,昭和59年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,元浅草,24000000,１Ｋ,25,平成11年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,元浅草,29000000,１ＬＤＫ,30,平成16年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,谷中,56000000,２ＬＤＫ,50,平成24年,ＲＣ,商業地域,2020年第１四半期,
東京都,台東区,柳橋,49000000,２ＬＤＫ,55,平成11年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,台東区,柳橋,25000000,,30,平成17年,ＲＣ,商業地域,2020年第１四半期,
東京都,台東区,竜泉,60000000,３ＬＤＫ,60,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,竜泉,32000000,１ＬＤＫ,35,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,竜泉,27000000,,25,平成29年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,竜泉,52000000,３ＬＤＫ,60,平成26年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,台東区,竜泉,28000000,１ＬＤＫ,35,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,吾妻橋,17000000,,20,平成13年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,吾妻橋,39000000,２ＬＤＫ,50,平成17年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,吾妻橋,58000000,３ＬＤＫ,65,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,石原,40000000,１ＬＤＫ,50,平成21年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,石原,13000000,１Ｋ,15,平成4年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,石原,20000000,１Ｋ,20,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,石原,25000000,１ＬＤＫ＋Ｓ,35,昭和59年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,石原,68000000,３ＬＤＫ,80,平成21年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,石原,50000000,２ＬＤＫ,65,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,石原,16000000,１Ｋ,15,平成2年,ＳＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,石原,21000000,１Ｋ,25,平成2年,ＳＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,墨田区,石原,20000000,１Ｋ,20,平成15年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,石原,15000000,１Ｋ,15,平成7年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,石原,23000000,１Ｋ,20,平成21年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,押上,23000000,１Ｋ,20,平成18年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,墨田区,亀沢,44000000,２ＬＤＫ,50,平成20年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,亀沢,45000000,２ＬＤＫ,55,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,亀沢,49000000,３ＬＤＫ＋Ｓ,65,平成15年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,亀沢,50000000,２ＬＤＫ,55,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,亀沢,27000000,１Ｋ,25,平成27年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,菊川,64000000,３ＬＤＫ,100,平成4年,ＳＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,菊川,50000000,３ＬＤＫ,55,平成8年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,菊川,40000000,２ＬＤＫ,50,昭和62年,ＳＲＣ、ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,菊川,28000000,２ＬＤＫ,60,昭和57年,ＳＲＣ、ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,菊川,21000000,１Ｋ,15,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,菊川,40000000,３ＬＤＫ,60,平成7年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,京島,52000000,３ＬＤＫ,75,平成25年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,京島,26000000,,30,平成21年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,京島,31000000,,35,平成21年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,京島,37000000,３ＬＤＫ,55,平成8年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,錦糸,48000000,２ＬＤＫ,65,平成9年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,錦糸,58000000,３ＬＤＫ,65,平成17年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,江東橋,19000000,１ＤＫ,30,昭和55年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,江東橋,66000000,２ＬＤＫ,60,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,江東橋,14000000,１ＤＫ,15,昭和64年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,江東橋,21000000,１Ｋ,20,平成18年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,江東橋,59000000,２ＬＤＫ,55,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,江東橋,40000000,２ＬＤＫ,70,平成2年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,江東橋,70000000,３ＬＤＫ,65,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,墨田,44000000,３ＬＤＫ,80,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,墨田,27000000,２ＬＤＫ,50,昭和60年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,墨田,22000000,１Ｋ,25,平成28年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,墨田,50000000,２ＬＤＫ＋Ｓ,70,平成29年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,太平,33000000,３ＬＤＫ,60,平成8年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,太平,27000000,１ＬＤＫ,40,昭和54年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,太平,25000000,,55,昭和55年,ＳＲＣ,近隣商業地域,2020年第１四半期,
東京都,墨田区,太平,16000000,１ＬＤＫ,30,昭和62年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,太平,38000000,２ＬＤＫ,65,平成18年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,太平,24000000,１Ｋ,30,昭和62年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,太平,75000000,３ＬＤＫ,110,平成16年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,太平,55000000,３ＬＤＫ,65,,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,太平,20000000,１ＤＫ,25,昭和62年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,太平,34000000,１Ｋ,25,平成31年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,太平,27000000,１Ｋ,25,平成19年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,立花,53000000,４ＬＤＫ,85,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,立花,16000000,１ＬＤＫ,50,昭和59年,ＳＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,立花,37000000,３ＬＤＫ,70,平成13年,ＳＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,立花,34000000,３ＬＤＫ,55,平成7年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,立川,20000000,１Ｋ,20,平成17年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,立川,50000000,２ＤＫ,60,平成12年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,立川,19000000,１Ｋ,20,平成20年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,立川,27000000,,25,平成26年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,立川,21000000,１Ｋ,20,平成20年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,千歳,27000000,１Ｋ,25,平成15年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,堤通,44000000,,35,平成31年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,堤通,28000000,１Ｋ,20,平成31年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,業平,24000000,１Ｋ,20,平成17年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,20000000,１Ｋ,20,平成21年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,業平,23000000,１Ｋ,25,平成23年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,40000000,２ＬＤＫ,50,平成25年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,22000000,１Ｋ,25,平成25年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,25000000,１Ｋ,25,平成23年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,業平,36000000,１ＬＤＫ,35,平成17年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,44000000,２ＬＤＫ,50,平成17年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,業平,24000000,１Ｋ,25,平成23年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,業平,35000000,３ＬＤＫ,50,昭和47年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,業平,36000000,３ＬＤＫ,50,昭和47年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,東駒形,34000000,３ＬＤＫ,65,平成17年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,東駒形,21000000,１Ｋ,20,平成17年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,東駒形,39000000,３ＬＤＫ,55,平成11年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,東駒形,36000000,,50,平成15年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東駒形,31000000,１Ｋ,25,平成31年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,東駒形,21000000,１ＤＫ,20,平成18年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,墨田区,東駒形,42000000,１ＬＤＫ,50,平成23年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,東駒形,30000000,２ＤＫ,45,昭和54年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,東向島,9700000,１Ｋ,15,平成7年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,32000000,２ＬＤＫ＋Ｓ,65,平成18年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,32000000,１ＬＤＫ,40,平成25年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,東向島,21000000,１Ｋ,25,平成18年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,30000000,２ＬＤＫ,50,平成8年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,東向島,34000000,３ＬＤＫ,60,平成7年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,墨田区,東向島,39000000,４ＬＤＫ,80,平成15年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,32000000,３ＬＤＫ,55,平成11年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,55000000,３ＬＤＫ,65,平成25年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,東向島,25000000,１Ｋ,25,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,東向島,19000000,１Ｋ,25,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,文花,44000000,３ＬＤＫ,65,平成16年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,墨田区,文花,19000000,１Ｋ,20,平成19年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,文花,45000000,１ＬＤＫ,55,平成28年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,本所,61000000,２ＬＤＫ,65,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,本所,23000000,１Ｋ,25,平成24年,ＲＣ,準工業地域,2020年第１四半期,
東京都,墨田区,本所,21000000,１Ｋ,25,平成17年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,本所,25000000,１Ｋ,25,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,本所,17000000,１Ｋ,20,平成19年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,本所,20000000,１Ｋ,20,平成19年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,37000000,２ＬＤＫ,45,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,42000000,２ＬＤＫ,50,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,27000000,１Ｋ,20,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,24000000,１Ｋ,25,平成25年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,36000000,１Ｋ,25,平成31年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,27000000,,20,平成20年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,緑,27000000,,20,平成20年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,緑,25000000,１Ｋ,20,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,26000000,１ＤＫ,25,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,19000000,１Ｋ,20,平成18年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,緑,43000000,２ＤＫ,50,平成16年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,墨田区,緑,20000000,１Ｋ,20,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,65000000,３ＬＤＫ,65,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,21000000,１Ｋ,20,平成19年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,30000000,２ＬＤＫ,40,平成4年,鉄骨造,商業地域,2020年第１四半期,改装済
東京都,墨田区,緑,30000000,１ＬＤＫ,45,平成4年,鉄骨造,商業地域,2020年第１四半期,改装済
東京都,墨田区,緑,35000000,１ＬＤＫ,40,平成23年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,緑,34000000,３ＤＫ,55,平成7年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,23000000,１Ｋ,20,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,緑,23000000,１Ｋ,20,平成18年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,向島,34000000,,30,平成31年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,向島,32000000,１ＤＫ,30,平成31年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,向島,24000000,１Ｋ,25,平成24年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,向島,24000000,１Ｋ,20,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,向島,33000000,１Ｋ,25,平成31年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,向島,25000000,１ＤＫ,25,平成27年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,向島,33000000,１ＤＫ,25,平成31年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,向島,25000000,１ＬＤＫ,45,昭和64年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,向島,27000000,１ＬＤＫ,40,昭和57年,ＳＲＣ、ＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,向島,23000000,１Ｋ,20,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,向島,35000000,２ＬＤＫ,55,平成27年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,八広,35000000,３ＬＤＫ,65,平成19年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,墨田区,八広,38000000,３ＬＤＫ,65,平成9年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,墨田区,八広,17000000,２ＤＫ,40,昭和56年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,横網,18000000,１Ｋ,20,平成19年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,横網,43000000,３ＬＤＫ,60,平成10年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,横川,21000000,１Ｋ,20,平成20年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,横川,28000000,１Ｋ,25,平成25年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,墨田区,横川,41000000,２ＬＤＫ,65,平成8年,ＳＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,墨田区,両国,50000000,３ＬＤＫ,60,平成4年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,両国,19000000,１Ｋ,20,平成14年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,19000000,１ＤＫ,25,昭和58年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,墨田区,両国,24000000,１Ｋ,25,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,26000000,１Ｋ,25,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,26000000,１Ｋ,25,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,18000000,１Ｋ,20,平成20年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,両国,17000000,１Ｋ,15,平成19年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,40000000,１ＬＤＫ,35,平成29年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,23000000,,20,平成22年,ＲＣ,商業地域,2020年第１四半期,
東京都,墨田区,両国,22000000,１Ｋ,20,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,27000000,２ＤＫ,35,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,墨田区,両国,33000000,２ＤＫ,40,平成20年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,有明,43000000,２ＬＤＫ,60,平成16年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,57000000,３ＬＤＫ,60,平成22年,ＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,有明,55000000,２ＬＤＫ,75,平成18年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,40000000,２ＬＤＫ,70,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,39000000,１ＬＤＫ,35,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,60000000,３ＬＤＫ,70,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,63000000,３ＬＤＫ,70,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,43000000,１ＬＤＫ,50,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,65000000,２ＬＤＫ,70,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,59000000,３ＬＤＫ,70,平成26年,ＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,有明,87000000,３ＬＤＫ,80,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,63000000,３ＬＤＫ,65,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,46000000,２ＬＤＫ,65,平成18年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,73000000,３ＬＤＫ,75,平成26年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,有明,47000000,２ＬＤＫ,55,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,永代,33000000,１Ｋ,25,平成27年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,永代,26000000,,25,平成27年,ＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,永代,33000000,１Ｋ,25,平成27年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,永代,41000000,１ＬＤＫ,35,平成28年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,枝川,24000000,１Ｋ,20,平成18年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,枝川,32000000,２ＬＤＫ,55,平成14年,ＳＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,枝川,34000000,１ＬＤＫ,30,平成21年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,枝川,40000000,３ＬＤＫ,65,昭和58年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,枝川,40000000,２ＬＤＫ,65,昭和58年,ＳＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,枝川,43000000,３ＬＤＫ,65,平成13年,ＳＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,枝川,37000000,３ＬＤＫ,60,昭和58年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,越中島,45000000,４ＬＤＫ,70,平成9年,ＳＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,越中島,35000000,１ＬＤＫ,55,昭和48年,ＳＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,江東区,扇橋,31000000,１ＬＤＫ,35,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,扇橋,25000000,１Ｋ,25,平成25年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,扇橋,56000000,３ＬＤＫ,65,平成10年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,扇橋,27000000,１Ｋ,25,平成25年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,扇橋,27000000,１Ｋ,25,平成26年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,扇橋,22000000,１Ｋ,20,平成21年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,扇橋,27000000,１Ｋ,25,平成26年,ＲＣ,商業地域,2020年第１四半期,
東京都,江東区,大島,22000000,１Ｒ,20,平成18年,ＲＣ,商業地域,2020年第１四半期,
東京都,江東区,大島,38000000,２ＬＤＫ,65,平成16年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,13000000,１ＤＫ,20,昭和64年,ＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,大島,37000000,２ＬＤＫ,60,平成16年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,40000000,３ＬＤＫ,65,昭和55年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,大島,32000000,２ＬＤＫ,55,平成10年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,大島,35000000,,50,平成4年,ＳＲＣ,商業地域,2020年第１四半期,
東京都,江東区,大島,31000000,１Ｋ,25,平成31年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,42000000,３ＬＤＫ,70,昭和60年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,大島,31000000,１Ｋ,25,平成31年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,大島,44000000,３ＬＤＫ,70,平成8年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,大島,64000000,３ＬＤＫ,70,平成24年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,21000000,１ＤＫ,20,平成21年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,43000000,３ＬＤＫ,65,平成7年,ＳＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,大島,21000000,１Ｋ,20,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,22000000,１Ｋ,20,平成22年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,江東区,大島,36000000,３ＬＤＫ,55,昭和61年,ＳＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,江東区,大島,44000000,３ＬＤＫ,75,平成12年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,大島,42000000,３ＬＤＫ,55,平成20年,ＲＣ,準工業地域,2020年第１四半期,
東京都,江東区,大島,34000000,２ＬＤＫ,55,昭和61年,ＳＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,江東区,大島,36000000,３ＬＤＫ,75,昭和56年,ＳＲＣ,準工業地域,2020年第１四半期,改装済
東京都,江東区,亀戸,52000000,３ＬＤＫ,70,平成16年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,江東区,亀戸,25000000,１Ｋ,25,平成20年,ＳＲＣ,商業地域,2020年第１四半期,未改装
